,0,2,5,7,9,10,11,12,14,16,17,18,19,20,21,22,23,24,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49,51,52,53,54,55,56,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,87,88,91,92,94
94,[14 12],[14 10],[17 10],[20 13],[14 11],[16  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 13],[15 11],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 11],[14  9],[18 16],[13 11],[13  9],[13 11],[15 10],,[14 11],[19 14],[11 14],[16 11],[14  9],[19 10],[14  9],[14 13],[14  8],[14  7],[18 13],[17  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[18 17],[14 10],[17 14],[13  9],,,[14 10],[14  8],[13  8],[16 10],[17 11],[16 10],[14 11],[13 10],[16 11],[15 13],,[16 12],[13 10],[14  8],[15 10],[16 12],[16 11],[15 12],[16 10],[15 10],,[14 11],[15 10]
95,[13 12],[14 10],[17  9],[21 14],[14 11],[17  9],[13 14],[16  8],[14 11],[16  9],[16  9],[15 13],[15 11],[14  9],[15  8],[21 15],[16 14],[16  9],,[14 10],[14 11],[16 10],[14 10],[18 16],[13 11],[13  9],[13 11],[15 10],,[14 11],[14 13],[12 14],[16 11],[14  8],[15  8],[14  9],[19 13],[14  8],[14  8],[18 13],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[16 10],[18 18],[14  9],[18 16],[13  9],,,[14 10],[14  9],[18 12],[16 10],[17 11],[16 10],[14 10],[14 10],[16 12],[15 13],,[15 12],[14 10],[15  9],[16 10],[16 12],[16 11],[15 12],[16 11],[15 10],,[14 11],[16 10]
96,[14 12],[14 10],[17 10],[21 14],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[17  9],[15 13],[14 11],[14  8],[15  9],[21 15],[18 13],[16  9],,[14 10],[14 11],[16 10],[13 10],[18 16],[13 11],[13  9],[14 11],[14 10],,[14 11],[14 12],[11 15],[16 11],[14  9],[19 10],[15 10],[19 13],[13  8],[14  8],[17 12],[16  8],[16 21],[16 10],[14 10],[14  9],[14 10],[17 15],[17 10],[19 17],[13 10],[18 15],[13  9],,,[14 10],[14  8],[19 13],[16 10],[16 11],[16 10],[14 11],[13 10],[16 11],[15 13],,[15 12],[13 10],[14  9],[15 10],[16 12],[16 12],[15 12],[15 11],[15 10],,[14 11],[16  9]
97,[14 12],[15 10],[17  9],[20 13],[14 11],[17  9],[13 14],[16  8],[15 11],[15  8],[17  9],[15 13],[14 10],[14  8],[15  8],[21 15],[13 19],[16  9],,[14  9],[14 11],[16 10],[14  9],[17 15],[13 11],[13  9],[14 10],[14 10],,[14 11],[18 14],[11 14],[16 11],[14  9],[18 10],[15 10],[16 12],[14  8],[13  7],[18 13],[16  8],[16 21],[16  9],[14 10],[13  9],[13  9],[17 15],[16  9],[18 18],[13  9],[18 15],[13  9],,,[14 10],[14  8],[13  7],[15 10],[16 10],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 11],[14 10],[14  8],[15 10],[16 12],[16 11],[15 12],[15 10],[15 10],,[14 11],[15  9]
98,[14 12],[14 10],[17 10],[20 13],[14 11],[17  9],[13 14],[16  9],[14 11],[15  8],[16  9],[15 13],[14 10],[14  9],[15  9],[21 15],[12 19],[16  9],,[14 10],[14 11],[16 10],[13  9],[18 16],[13 11],[13  9],[12 12],[14 10],,[14 10],[14 12],[11 15],[16 11],[13  8],[14  8],[14 10],[15 12],[14  9],[13  7],[19 13],[17  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 16],[16  9],[18 17],[13 10],[17 13],[13  9],,,[14 10],[15  8],[13  8],[16 10],[16 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 11],[13 10],[14  8],[15 11],[16 12],[16 11],[16 12],[16 10],[15 10],,[14 11],[15  9]
99,[14 12],[14 10],[17  9],[20 12],[14 11],[17  8],[13 13],[16  8],[14 11],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[12 19],[16  8],,[14 10],[14 10],[16 10],[14  9],[18 13],[13 11],[13  9],[14  9],[14  9],,[14 10],[19 14],[12 14],[16 11],[14  8],[15  8],[14  9],[15 12],[14  9],[13  7],[17 12],[16  8],[16 21],[16  9],[14 10],[14  9],[13  9],[17 15],[16  9],[18 17],[14 10],[17 13],[13  9],,,[14 10],[14  8],[13  8],[16 10],[17 11],[16 10],[14 10],[13  9],[16 11],[15 13],,[16 11],[13 10],[14  9],[15 10],[16 12],[16 11],[15 12],[16 10],[16 10],,[14 11],[15  9]
100,[14 12],[14  9],[17  9],[20 12],[14 11],[17  8],[13 13],[16  8],[14 11],[15  8],[16  8],[15 12],[14 10],[14  8],[15  8],[21 15],[12 19],[16  8],,[14  9],[14 10],[16 10],[13  9],[17 15],[13 11],[13  9],[13 10],[14  9],,[14 10],[14 12],[11 14],[16 11],[13  8],[14  7],[14  9],[15 12],[14  8],[14  7],[18 12],[17  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[17  9],[18 17],[14  9],[18 16],[13  9],,,[14 10],[14  8],[13  7],[16 10],[16 11],[16 10],[13 10],[14 10],[16 11],[15 13],,[15 11],[13 10],[14  8],[15 10],[16 12],[16 11],[15 12],[16 10],[15 10],,[14 11],[15  9]
101,[14 11],[14  9],[17 10],[21 13],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 12],[14 10],[15  8],[15  8],[21 15],[13 19],[15  8],,[14 10],[14 10],[16 10],[13  9],[18 16],[13 11],[13  9],[13 12],[15  9],,[14 10],[14 12],[11 14],[16 11],[14  8],[15  8],[14  9],[15 12],[14  9],[13  7],[18 12],[17  8],[16 21],[16  9],[14 10],[14  9],[14 10],[16 14],[16  9],[18 17],[14  9],[18 15],[14  8],,,[15 10],[14  8],[19 12],[16 10],[17 11],[16 10],[14 10],[14 10],[16 11],[15 12],,[16 11],[13  9],[14  8],[15 10],[16 12],[16 11],[15 12],[16 10],[16 10],,[13 11],[15  9]
102,[14 12],[14 10],[17  9],[20 12],[14 11],[17  8],[13 14],[16  8],[14 11],[15  8],[17  9],[15 12],[14 10],[14  8],[15  8],[21 15],[12 19],[15  9],,[14 10],[14 10],[16 10],[13  9],[18 16],[13 11],[13  9],[13 11],[14  9],,[14 10],[14 12],[11 14],[16 11],[13  8],[15  8],[14  9],[14 13],[14  8],[13  7],[17 13],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[16  9],[18 18],[14  9],[17 13],[14  9],,,[13 10],[14  8],[18 12],[15 10],[17 11],[16 10],[13 10],[13 10],[16 11],[15 12],,[15 11],[14 10],[14  9],[15 10],[16 12],[16 11],[15 12],[15 10],[15 10],,[14 11],[15  9]
103,[14 12],[14 10],[17  9],[20 12],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 12],[14 11],[14  9],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[14 10],[17 15],[13 11],[13  9],[13 10],[14 10],,[14 11],[14 12],[12 14],[16 11],[14  8],[14  8],[15 10],[15 12],[14  9],[14  8],[18 13],[17  8],[16 20],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[18 18],[14 10],[18 15],[14  9],,,[14 10],[14  9],[13  8],[16 10],[17 11],[16 10],[14 11],[14 10],[16 11],[15 13],,[15 12],[13 10],[15  9],[15 10],[16 12],[16 12],[15 12],[16 10],[15 10],,[14 11],[15  9]
104,[14 11],[14 10],[17 10],[20 13],[14 11],[17  9],[13 14],[16  8],[14 11],[16  8],[16  9],[15 12],[14 11],[14  9],[15  8],[21 15],[15 14],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 15],[13 11],[13  9],[13 11],[14  9],,[14 10],[14 12],[11 14],[16 11],[14  9],[14  8],[14  9],[14 13],[14  9],[14  8],[18 12],[17  8],[16 21],[16  9],[14 10],[13  9],[14 10],[16 15],[16 10],[18 18],[14  9],[18 15],[14  9],,,[14 10],[14  8],[13  7],[16 10],[17 11],[16 10],[14 10],[14 10],[16 11],[15 13],,[16 11],[13 10],[14  8],[15 10],[16 12],[16 12],[15 12],[15 10],[15 10],,[14 11],[15  9]
105,[14 12],[14 10],[17 10],[21 14],[14 11],[16  9],[13 14],[16  9],[15 11],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 19],[16  9],,[14 10],[14 11],[16 10],[14 10],[17 15],[13 11],[13  9],[14 10],[14  9],,[14 10],[14 12],[11 14],[16 11],[13  9],[14  8],[15 10],[15 12],[14  9],[14  7],[17 12],[16  8],[16 21],[16  9],[14 10],[13  9],[13 10],[17 15],[17 10],[19 18],[13  9],[18 15],[13  9],,,[14 10],[14  9],[19 13],[16 10],[16 11],[16 10],[14 11],[13 10],[16 11],[15 13],,[15 12],[13 10],[14  9],[15 10],[16 12],[16 11],[15 12],[15 10],[15 10],,[14 11],[16  9]
106,[14 12],[14 10],[17 10],[20 13],[14 11],[17  9],[13 13],[16  8],[14 11],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[19 11],[16  9],,[14 10],[14 11],[16 10],[14 10],[18 16],[13 11],[13  9],[14 10],[14 10],,[14 11],[14 12],[11 14],[16 11],[14  9],[14  8],[15 10],[15 12],[14  9],[14  8],[17 12],[16  8],[16 21],[16  9],[14 10],[13  9],[13  9],[17 15],[16  9],[18 17],[14  9],[18 15],[13  9],,,[14 10],[14  8],[13  7],[17 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 11],[13 10],[14  9],[15 10],[16 12],[16 12],[15 12],[16 10],[15 10],,[14 11],[15  9]
107,[14 12],[14 10],[17 10],[20 12],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 12],[14 11],[14  8],[15  8],[21 16],[12 19],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 15],[13 11],[13  9],[14 10],[14 10],,[14 10],[13 12],[11 14],[15 11],[13  8],[14  8],[14  9],[15 13],[14  9],[13  7],[18 13],[16  9],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[16 10],[18 18],[13  9],[18 15],[13  9],,,[14 10],[14  8],[13  8],[15 10],[16 11],[16 10],[14 10],[14 10],[16 11],[15 13],,[15 11],[13 10],[15  9],[15 10],[16 12],[16 11],[15 12],[16 10],[15 10],,[14 11],[15  9]
108,[13 12],[14 10],[17 10],[20 13],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 13],[14 10],[14  8],[15  9],[21 15],[18 10],[16  9],,[14 10],[14 11],[16 10],[14 10],[18 17],[13 11],[13  9],[14 10],[14 10],,[14 10],[14 12],[14 11],[16 11],[14  8],[14  8],[14  9],[19 13],[13  8],[14  8],[19 14],[16  8],[16 22],[16  9],[14 10],[13  9],[14 10],[17 15],[16 10],[19 18],[14 10],[18 16],[13  9],,,[14 10],[14  8],[19 13],[15 10],[16 11],[16 10],[14 10],[14 10],[16 11],[15 13],,[16 11],[13 10],[14  9],[15 10],[16 12],[16 12],[15 12],[16 10],[15 10],,[13 11],[15  9]
109,[13 12],[14 10],[17 10],[20 13],[14 11],[17  8],[13 14],[16  8],[15 11],[15  8],[16  9],[15 12],[14 11],[14  8],[15  8],[21 14],[17  9],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 15],[13 11],[13  9],[13 11],[14  9],,[14 11],[14 12],[14 11],[16 12],[13  8],[18 10],[14 10],[14 13],[14  8],[13  7],[18 13],[17  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[16 10],[18 18],[14 10],[18 16],[13  9],,,[14 10],[14  9],[13  8],[16 10],[16 11],[16 10],[14 11],[13 10],[16 11],[15 13],,[16 11],[13  9],[14  9],[15 10],[16 12],[16 12],[15 12],[16 11],[16 10],,[14 11],[15  9]
110,[14 12],[14 10],[17 10],[20 13],[14 11],[16  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 13],[14 10],[14  8],[15  8],[21 15],[12 19],[15  9],,[14 10],[14 11],[16 10],[13 10],[17 15],[13 11],[13  9],[14 10],[14  9],,[14 11],[18 14],[14 10],[16 11],[13  8],[15  8],[14  9],[14 13],[14  8],[13  7],[18 13],[16  9],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[16 10],[19 18],[14 10],[18 15],[13  9],,,[14 10],[14  9],[13  8],[16 10],[16 11],[16 10],[13 10],[13 10],[16 11],[15 13],,[16 11],[14 10],[14  9],[15 10],[16 12],[16 12],[15 12],[16 10],[15 10],,[13 11],[15  9]
111,[14 12],[14 10],[16 10],[20 13],[14 11],[17  9],[13 14],[16  9],[14 11],[15  9],[16  9],[15 13],[14 11],[14  9],[15  8],[21 15],[12 19],[16  9],,[14 10],[14 11],[16 11],[13 10],[18 13],[13 11],[13  9],[14 10],[14 10],,[14 11],[13 13],[15 11],[16 12],[14  9],[14  8],[14 10],[15 12],[13  8],[13  7],[18 13],[16  8],[16 22],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[18 18],[14 10],[18 15],[13  9],,,[14 10],[14  8],[13  8],[16 10],[17 11],[16 10],[14 11],[13 10],[16 11],[15 13],,[15 12],[13 10],[14  9],[15 10],[16 12],[16 12],[15 12],[15 10],[15 10],,[13 11],[15  9]
112,[13 12],[14 10],[17 10],[20 13],[14 11],[16  8],[13 14],[16  9],[15 11],[15  8],[16  9],[15 12],[14 10],[14  9],[15  8],[21 15],[13 19],[16  9],,[14 10],[14 11],[16 10],[13 10],[18 16],[13 11],[13  9],[14 11],[14 10],,[14 11],[18 14],[14 10],[16 12],[14  9],[14  8],[14 10],[19 13],[13  8],[14  7],[18 12],[16  8],[16 21],[16 10],[14 10],[13  9],[14 10],[17 16],[16 10],[18 18],[14 10],[17 13],[14  9],,,[14 10],[14  8],[13  8],[17 10],[17 11],[16 10],[14 10],[14 10],[16 11],[15 13],,[16 12],[14 10],[15  9],[15 10],[16 12],[16 12],[15 12],[15 11],[16 10],,[14 11],[15  9]
113,[14 12],[14 10],[18 10],[21 13],[14 11],[17  8],[13 13],[16  8],[14 11],[15  8],[16  9],[15 13],[15 10],[14  8],[15  8],[21 15],[12 20],[16  9],,[14 10],[14 10],[16 10],[13 10],[17 15],[13 11],[13  9],[13 10],[14 10],,[14 10],[18 14],[14 10],[16 11],[13  8],[14  8],[14  9],[16 12],[13  8],[13  7],[17 13],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[16 15],[16 10],[18 17],[14 10],[18 15],[14  9],,,[14 10],[14  8],[13  7],[15 10],[17 11],[16 10],[13 10],[13 10],[16 11],[15 13],,[15 11],[13 10],[14  8],[15 10],[16 12],[16 11],[15 12],[15 10],[15 10],,[14 11],[15  9]
114,[14 12],[14 10],[17 10],[20 13],[14 11],[17  9],[13 14],[16  9],[14 11],[15  8],[16  9],[15 13],[15 11],[14  8],[15  9],[21 15],[13 19],[16  9],,[14 10],[14 11],[16 10],[13 10],[17 15],[13 11],[13  9],[14 10],[14  9],,[14 11],[18 14],[14 10],[16 12],[14  9],[14  8],[14 10],[19 13],[13  8],[14  8],[18 13],[16  9],[16 21],[15 10],[14 10],[14  9],[14 10],[17 15],[16 10],[18 18],[14 10],[17 14],[14  9],,,[14 10],[14  8],[13  8],[17 10],[16 11],[16 10],[14 11],[13 10],[16 11],[15 13],,[16 11],[13 10],[15  9],[16 11],[16 12],[16 12],[15 13],[16 10],[15 10],,[14 11],[15  9]
115,[14 12],[14 10],[17  9],[20 13],[14 11],[17  9],[12 15],[16  8],[14 11],[15  8],[16  9],[15 13],[14 10],[14  8],[15  8],[21 15],[13 19],[15  9],,[14 10],[14 10],[16 10],[13  9],[17 15],[13 11],[13  9],[13 11],[14 10],,[14 11],[19 14],[15 10],[16 11],[14  9],[19 10],[14  9],[15 12],[14  8],[14  7],[18 13],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[16 10],[18 18],[14 10],[18 16],[13  9],,,[13 10],[14  8],[17 11],[15 10],[16 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[15 12],[13 10],[14  9],[15 10],[16 12],[16 11],[15 12],[16 10],[16 10],,[14 11],[15  9]
116,[14 12],[14  9],[17 10],[20 13],[14 11],[17  8],[13 14],[16  8],[15 11],[16  8],[16  9],[15 12],[15 11],[14  8],[15  8],[21 15],[13 19],[16  9],,[14 10],[14 11],[16 10],[14 10],[17 15],[13 11],[13  9],[13 11],[14 10],,[14 10],[14 12],[15 10],[16 12],[13  8],[19 10],[16 10],[14 13],[14  8],[14  7],[18 13],[16  9],[17 22],[16  9],[14 10],[13  9],[14 10],[17 15],[17 10],[19 18],[14 10],[18 15],[14  9],,,[14 11],[14  8],[19 13],[16 10],[17 11],[16 10],[14 10],[14 10],[16 11],[15 13],,[16 11],[13 10],[14  8],[15 10],[16 12],[16 12],[16 12],[15 10],[15 10],,[14 11],[15  9]
117,[14 12],[14 10],[16 10],[21 14],[14 11],[17  9],[13 14],[16  8],[14 11],[16  8],[16  9],[15 12],[14 11],[14  9],[16  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[13 10],[18 16],[13 11],[13  9],[14 11],[14 10],,[14 10],[18 14],[15 11],[16 11],[14  9],[14  8],[15 10],[15 13],[14  9],[14  8],[18 13],[16  8],[16 21],[16  9],[14 10],[14  9],[14 10],[17 15],[17 10],[18 18],[14 10],[18 14],[14  9],,,[14 11],[14  9],[18 12],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[16 13],,[16 12],[13 10],[15  9],[15 10],[16 12],[16 12],[15 12],[16 11],[15 10],,[14 11],[15  9]
118,[14 12],[14 10],[17  9],[20 13],[14 11],[17  9],[13 14],[16  9],[14 11],[15  8],[16  9],[15 13],[15 11],[14  8],[15  9],[21 15],[12 19],[16  9],,[14 10],[14 11],[16 10],[13 10],[18 13],[13 11],[13  9],[13 10],[14 10],,[14 10],[19 14],[14 11],[16 12],[13  8],[17  9],[14 10],[14 13],[14  9],[14  8],[18 13],[17  8],[16 21],[16 10],[14 10],[13  9],[14 10],[17 15],[16 10],[18 17],[14 10],[17 13],[13  9],,,[14 10],[14  8],[19 13],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 11],[14 10],[14  8],[15 10],[16 12],[16 12],[15 12],[16 10],[16 10],,[14 11],[15  9]
119,[14 12],[14 10],[17 10],[21 13],[14 11],[17  9],[13 15],[16  8],[14 11],[16  8],[16  9],[15 12],[15 11],[14  8],[16  8],[21 15],[13 19],[16  9],,[14 10],[14 11],[16 10],[14 10],[18 16],[13 11],[13  9],[13 11],[14  9],,[14 10],[14 12],[15 10],[16 11],[14  9],[15  8],[15 10],[15 12],[14  9],[14  8],[18 13],[16  9],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[17 10],[19 18],[14 10],[18 15],[14  9],,,[14 10],[14  8],[19 13],[16 10],[17 11],[16 10],[14 11],[14 10],[16 11],[15 13],,[16 12],[14 10],[14  9],[15 10],[16 12],[16 12],[15 12],[16 10],[15 10],,[14 11],[15  9]
120,[14 12],[14 10],[18 10],[20 13],[14 11],[16  9],[13 14],[16  9],[14 11],[15  8],[16  9],[16 13],[14 11],[14  8],[16  9],[21 16],[13 19],[16  9],,[14 10],[14 11],[16 10],[14 10],[18 16],[13 11],[13  9],[13 11],[14 10],,[14 11],[14 12],[14 11],[16 12],[14  9],[18 10],[15 10],[15 12],[14  9],[14  8],[18 13],[16  9],[16 22],[16 10],[14 10],[14 10],[14 10],[17 15],[16 10],[18 18],[14 10],[18 17],[13  9],,,[14 10],[14  9],[13  8],[16 10],[17 11],[16 10],[14 11],[13 10],[16 12],[15 13],,[16 12],[13 10],[15  9],[15 11],[16 12],[16 12],[15 13],[15 10],[15 10],,[14 11],[15  9]
121,[14 12],[14 10],[17 10],[20 13],[14 11],[17  9],[13 14],[16  9],[15 11],[15  8],[16  9],[15 13],[15 11],[14  9],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[13 10],[17 15],[13 11],[13 10],[13 11],[14 10],,[14 11],[13 13],[15 11],[16 12],[14  9],[14  8],[14 10],[15 13],[14  9],[14  8],[18 13],[16  9],[16 22],[16 10],[14 11],[14 10],[14 10],[17 15],[16 10],[18 18],[14 10],[18 14],[14  9],,,[14 11],[15  9],[19 13],[16 10],[16 11],[16 10],[14 11],[13 10],[16 12],[16 13],,[16 12],[14 10],[15  9],[15 11],[16 12],[16 12],[15 12],[16 10],[15 10],,[14 11],[15 10]
122,[14 12],[14 10],[17 10],[21 14],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[12 19],[16  9],,[14 10],[14 11],[16 10],[14  9],[18 16],[13 11],[13  9],[13 11],[15 10],,[14 11],[14 12],[14 10],[16 12],[14  9],[14  8],[14 10],[14 13],[14  8],[13  7],[18 12],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[16 15],[16 10],[18 17],[14 10],[18 16],[14  9],,,[14 10],[14  9],[19 13],[16 10],[17 11],[16 10],[14 11],[14 10],[16 11],[15 13],,[16 11],[14 10],[14  8],[16 10],[16 12],[16 12],[15 12],[16 11],[15 10],,[14 11],[15  9]
123,[14 12],[14 10],[17 10],[21 14],[14 11],[17  9],[13 14],[16  9],[15 11],[15  8],[17  9],[15 13],[15 11],[14  8],[15  9],[21 15],[13 18],[16  9],,[14 10],[14 11],[16 10],[13 10],[18 16],[13 11],[13  9],[13 11],[15 10],,[14 10],[14 12],[16 11],[16 12],[14  9],[14  8],[14 10],[19 14],[14  8],[14  7],[17 12],[16  9],[16 21],[16 10],[14 10],[13  9],[14 10],[16 15],[16 10],[18 18],[14 10],[18 16],[14  9],,,[14 10],[15  9],[13  7],[16 10],[17 11],[16 10],[14 11],[14 10],[16 12],[15 13],,[15 12],[14 10],[14  9],[15 10],[16 12],[16 12],[15 12],[16 10],[15 10],,[14 11],[15 10]
124,[14 12],[15 10],[17 10],[21 14],[14 11],[17  9],[13 14],[16  9],[15 11],[16  8],[16  9],[15 12],[15 10],[14  8],[15  8],[21 15],[15 15],[16  9],,[14 10],[14 11],[16 10],[13 10],[18 13],[13 11],[13  9],[13 11],[14 10],,[14 11],[14 12],[15 10],[16 11],[14  8],[15  8],[14 10],[15 13],[14  8],[14  8],[18 13],[16  8],[16 21],[16  9],[14 10],[14  9],[14  9],[17 15],[16 10],[18 17],[14 10],[18 15],[14  9],,,[14 10],[14  8],[13  7],[16 10],[17 11],[16 10],[14 11],[14 10],[16 11],[15 13],,[16 11],[14 10],[14  8],[15 10],[16 12],[16 12],[16 12],[16 11],[16 10],,[14 11],[15  9]
125,[14 12],[14 10],[17 10],[20 13],[14 11],[17  9],[13 14],[16  9],[14 11],[16  8],[16  9],[15 13],[15 11],[14  8],[15  8],[21 15],[13 19],[16  9],,[14 10],[14 11],[16 11],[14 10],[17 15],[13 11],[13  9],[13 10],[14  9],,[14 11],[18 14],[15 10],[16 12],[14  9],[14  8],[14 10],[15 13],[14  8],[14  7],[17 12],[17  8],[16 22],[18 10],[14 10],[13  9],[14 10],[17 15],[16 10],[18 18],[14 10],[18 15],[13  9],,,[14 10],[14  8],[13  8],[16 10],[16 11],[16 10],[14 10],[14 10],[16 11],[15 13],,[16 11],[13 10],[14  9],[15 10],[16 12],[16 12],[15 12],[16 10],[16 10],,[14 11],[15  9]
126,[13 12],[14 10],[17 10],[21 13],[14 11],[17  8],[13 14],[16  8],[14 11],[15  8],[16  9],[15 13],[14 11],[14  8],[16  9],[21 15],[13 19],[16  9],,[14 10],[14 11],[16 11],[13 10],[18 17],[13 11],[13  9],[13 10],[14 10],,[14 11],[18 14],[14 10],[16 12],[14  9],[14  8],[15 10],[14 13],[14  9],[14  8],[17 13],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[17 10],[18 18],[14 10],[18 16],[13  9],,,[14 11],[14  9],[13  8],[17 10],[17 11],[16 10],[14 11],[14 10],[16 12],[15 13],,[15 12],[13 10],[14  9],[15 10],[16 12],[16 12],[15 12],[16 11],[15 10],,[14 11],[15  9]
127,[13 12],[14 10],[17 10],[20 13],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 13],[14 11],[14  9],[15  9],[21 15],[18 11],[16  9],,[14 10],[14 11],[16 11],[13 10],[18 16],[13 11],[13  9],[13 11],[14 10],,[14 11],[19 15],[15 11],[16 11],[14  9],[14  8],[15 10],[15 13],[14  9],[14  8],[18 12],[16  9],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[16 10],[18 18],[14 10],[18 15],[13  9],,,[14 10],[14  9],[13  8],[16 10],[16 11],[16 10],[14 11],[13 10],[16 12],[15 13],,[15 12],[14 10],[15  9],[15 11],[16 12],[16 12],[15 13],[16 11],[15 10],,[14 11],[15 10]
128,[14 12],[14 10],[17 10],[20 13],[14 11],[17  9],[13 15],[16  9],[15 11],[15  8],[16  9],[15 13],[15 11],[14  9],[15  9],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 11],[13 10],[18 16],[13 11],[13  9],[13 11],[14 10],,[14 11],[14 12],[15 10],[16 12],[14  9],[14  8],[15 10],[14 13],[14  9],[14  8],[18 13],[16  9],[17 22],[16  9],[14 10],[13  9],[14 10],[17 15],[17 10],[18 18],[14 10],[19 17],[13  9],,,[14 10],[14  8],[19 13],[16 10],[17 11],[16 10],[14 11],[13 10],[16 12],[15 13],,[16 12],[14 10],[15  9],[15 11],[16 12],[16 12],[15 12],[16 11],[15 10],,[14 11],[15  9]
129,[14 12],[14 10],[17  9],[20 13],[14 11],[17  9],[12 15],[16  9],[14 11],[15  8],[16  9],[15 12],[14 11],[15  9],[16  8],[21 15],[12 19],[16  9],,[14 10],[14 11],[16 11],[13 10],[17 15],[13 11],[13  9],[13 11],[14 10],,[14 10],[18 14],[14 10],[16 12],[14  9],[14  8],[14 10],[15 12],[14  9],[14  8],[17 12],[16  8],[16 22],[16 10],[14 10],[14  9],[13 10],[17 15],[16 10],[18 18],[14 10],[18 15],[13  9],,,[14 11],[14  9],[13  8],[16 10],[16 11],[16 10],[14 11],[13 10],[16 12],[15 13],,[15 12],[13 10],[15  9],[15 11],[16 12],[16 12],[15 12],[15 10],[15 10],,[14 11],[15  9]
130,[14 12],[14 10],[17  9],[21 14],[14 11],[17  9],[13 14],[16  8],[14 11],[16  8],[16  9],[15 12],[14 11],[14  8],[15  8],[21 15],[14 15],[16  9],,[14 10],[14 11],[16 10],[13 10],[18 16],[13 11],[13  9],[13 11],[14  9],,[14 10],[14 12],[15 11],[16 11],[13  8],[19 10],[15 10],[15 12],[14  9],[14  8],[17 12],[17  8],[16 21],[18 10],[14 10],[14  9],[14  9],[17 15],[16  9],[19 18],[14 10],[18 15],[13  9],,,[14 10],[14  8],[13  8],[16 10],[17 11],[16 10],[14 10],[14 10],[16 11],[15 13],,[16 11],[14 10],[14  9],[15 10],[16 12],[16 12],[15 12],[16 10],[15 10],,[14 11],[15  9]
131,[14 12],[14 10],[17 10],[20 13],[14 11],[17  8],[13 14],[16  8],[14 11],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[12 19],[16  9],,[14 10],[14 11],[16 10],[13 10],[17 15],[13 11],[13  9],[13 11],[14 10],,[14 10],[14 12],[15 10],[16 11],[13  8],[14  8],[14  9],[19 13],[14  8],[14  7],[18 13],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 15],[16 10],[18 17],[14 10],[18 15],[14  9],,,[14 10],[14  8],[13  8],[15 10],[17 11],[16 10],[14 10],[14 10],[16 11],[15 13],,[16 11],[13 10],[14  9],[16 11],[16 12],[16 11],[15 12],[16 10],[16 10],,[14 11],[15  9]
